domain,space,wind,Rm,level,cells,h,Rm_h,dof,k,re,im,status
square,N1curl,beltrami,0.1,3,4096,0.09817477042468159,0.009817477042468159,8321.0,2,2.001957803381462,0.0,ok
square,N1curl,beltrami,0.1,3,4096,0.09817477042468159,0.009817477042468159,8321.0,3,4.002325077417932,-0.19977136110943788,ok
square,N1curl,beltrami,0.1,3,4096,0.09817477042468159,0.009817477042468159,8321.0,4,4.002325077417932,0.19977136110943788,ok
square,N1curl,beltrami,0.1,3,4096,0.09817477042468159,0.009817477042468159,8321.0,5,5.010427033316016,0.0,ok
square,N1curl,beltrami,0.1,3,4096,0.09817477042468159,0.009817477042468159,8321.0,6,5.0104270333160335,0.0,ok
square,N1curl,beltrami,0.1,3,4096,0.09817477042468159,0.009817477042468159,8321.0,7,8.011265094426683,0.0,ok
square,N1curl,beltrami,1.0,0,64,0.7853981633974483,0.7853981633974483,145.0,0,1.1466027343358376,0.0,ok
square,N1curl,beltrami,1.0,0,64,0.7853981633974483,0.7853981633974483,145.0,1,1.1466027343358391,0.0,ok
square,N1curl,beltrami,1.0,0,64,0.7853981633974483,0.7853981633974483,145.0,2,2.17178747831695,0.0,ok
square,N1curl,beltrami,1.0,0,64,0.7853981633974483,0.7853981633974483,145.0,3,4.250506671361113,-1.8718760122572828,ok
